id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
2818;Quiet Garden View Room & Super Fast WiFi;3159;Daniel;;Oostelijk Havengebied - Indische Buurt;5236575;494142;Private room;59;3;262;28.06.19;02. Sep;1;107
20168;Studio with private bathroom in the centre 1;59484;Alexander;;Centrum-Oost;5236509;489354;Private room;80;1;279;08.07.19;Feb/45;2;140
25428;Lovely apt in City Centre (w.lift) near Jordaan;56142;Joan;;Centrum-West;5237297;488339;Entire home/apt;125;14;3;11.05.19;0.17;2;106
27886;Romantic, stylish B&B houseboat in canal district;97647;Flip;;Centrum-West;5238673;489208;Private room;150;2;195;01.07.19;Feb/14;1;74
28871;Comfortable double room;124245;Edwin;;Centrum-West;5236719;489092;Private room;75;2;277;02.07.19;Feb/56;3;138
29051;Comfortable single room;124245;Edwin;;Centrum-West;5236773;489151;Private room;55;2;428;29.06.19;Apr/23;3;173
31080;2-story apartment + rooftop terrace;133488;Nienke;;Zuid;5235132;484838;Entire home/apt;219;3;32;16.10.17;0.33;1;0
38266;Nice and quiet place in the Jordaan;164204;Julian;;Centrum-West;5237565;487969;Entire home/apt;145;3;199;19.05.19;Jan/82;1;131
41125;Amsterdam Center Entire Apartment;178515;Fatih;;Centrum-West;5237891;488321;Entire home/apt;180;4;85;23.06.19;0.81;1;0
42970;Comfortable room@PERFECT location + 2 bikes;187580;Micha;;Centrum-West;5236781;489001;Private room;159;3;450;01.07.19;Apr/18;2;110
43109;Oasis in the middle of Amsterdam;188098;Aukje;;Centrum-West;5237537;488932;Entire home/apt;210;13;690;06.07.19;10. Feb;1;0
43980;View into park / museum district (long/short stay);65041;Ym;;Zuid;5235746;486124;Entire home/apt;100;30;61;18.02.18;0.58;1;182
44391;Amsterdam Centre, 3-room Apartment;194779;Jan;;Centrum-Oost;5237017;491438;Entire home/apt;240;4;35;12.05.19;0.33;1;1
46386;Cozy loft in central Amsterdam;207342;Joost;;De Pijp - Rivierenbuurt;5235247;490825;Entire home/apt;150;3;3;03.01.18;0.03;1;0
47061;Charming apartment in old centre;211696;Ivar;;De Baarsjes - Oud-West;5236799;487447;Entire home/apt;140;2;182;19.06.19;Jan/69;1;37
48076;Amsterdam Central and lot of space;219080;Franklin;;Centrum-West;5238042;489453;Entire home/apt;350;5;182;29.06.19;Jan/92;2;146
49552;Multatuli Luxury Guest Suite in top location;225987;Joanna & MP;;Centrum-West;5237925;489023;Entire home/apt;220;3;327;30.06.19;03. Sep;1;242
50518;Perfect central Amsterdam apartment;231806;Nikki;;Westerpark;5238201;487865;Entire home/apt;125;1;97;20.06.19;Jan/19;1;0
50523;B & B de 9 Straatjes (city center);231946;Raymond;;Centrum-West;5236841;488413;Private room;115;2;249;24.06.19;Feb/40;1;223
50570;Bright Apartment - residential area;232321;Evert;;Bos en Lommer;5237774;484891;Entire home/apt;90;4;157;26.03.19;Jan/56;2;0
52490;Amsterdam Aqua;185836;VictorLuke;;Oostelijk Havengebied - Indische Buurt;5237005;493869;Private room;72;3;90;24.06.19;0.85;1;12
53067;Green studio at the attic of a townhouse;246493;DoJo;;De Pijp - Rivierenbuurt;5235339;490064;Private room;87;5;345;29.06.19;Mär 28;3;2
53671;Nice room near centre with en suite bath;247822;Georg;;Westerpark;5238905;488559;Private room;75;3;291;02.07.19;Feb/90;1;267
53692;Large quiet Studio with gardenview in hip area.;246493;DoJo;;De Pijp - Rivierenbuurt;5235348;490049;Private room;60;1;276;06.07.19;Feb/80;3;10
55256;Luminous central room;260785;Lotte;;Centrum-Oost;5237126;490351;Private room;86;1;161;22.06.19;Jan/58;1;137
55621;Fully equiped house, PIJP area = great;262846;Bharati;;De Pijp - Rivierenbuurt;5235386;489772;Entire home/apt;222;3;30;14.06.19;0.29;1;3
55703;groundfloor apartment with patio;263214;Arjan;;Bos en Lommer;5237561;485819;Entire home/apt;250;3;3;19.10.16;0.06;1;189
55709;Bright Loft in Centre Amsterdam;263233;Jan-Willem;;Centrum-Oost;5235896;489726;Entire home/apt;159;5;53;27.03.19;0.51;1;1
55807;Greatly located, cozy atmosphere;263844;Rai & Clo;;De Baarsjes - Oud-West;5236966;486203;Private room;60;2;156;23.06.19;Jan/48;1;102
55868;Apartment near Museumplein (centre);264178;Cornelie;;Zuid;5235613;488515;Entire home/apt;149;4;90;31.05.19;0.87;1;3
56879;86 m2, city centre & lovely view;270282;Linda & Theo;;Centrum-West;5238453;489255;Entire home/apt;112;28;1;27.07.12;0.01;1;206
58211;En Suite accommodation in a monumental canal house;278253;Marcel;;Centrum-West;5236916;488445;Private room;235;3;99;04.07.19;Jan/16;2;264
62015;Charming, beautifully & sunny place;301340;Jessica;;Oud-Oost;5236445;493124;Entire home/apt;109;2;27;27.06.19;0.26;1;153
62801;Very nice appartment ALL of januari;306117;Jan;;Bos en Lommer;5238459;485463;Entire home/apt;750;30;0;;;1;365
63872;SUMMER SALE - AMSTERDAM ARTIST LOFT;312121;Morgan;;Centrum-Oost;5237117;490948;Entire home/apt;133;2;117;28.04.19;Jan/16;1;33
64736;Luxury Houseboat;306192;Conny;;De Baarsjes - Oud-West;5236348;486783;Entire home/apt;189;3;96;27.06.19;Jan/35;1;11
64769;Unique 3 bedroom house in Centre;312863;Marijntje;;Centrum-Oost;5236225;4902;Entire home/apt;450;4;27;05.01.19;0.27;1;49
65230;Juwelier;213960;Riek;;Centrum-West;5236871;489284;Entire home/apt;179;3;91;22.06.19;0.93;1;35
67841;Amsterdam - The Pijp Apartment 1A;335166;Dene;;De Pijp - Rivierenbuurt;5235472;489324;Entire home/apt;100;3;15;29.03.19;0.21;2;0
68290;Rebel - Private Room;336950;Manuel;;Centrum-West;5236887;489523;Private room;109;1;641;29.06.19;Jun/33;4;143
68873;Yves Klein - Private Room;336950;Manuel;;Centrum-West;523695;489556;Private room;109;1;568;29.06.19;Mai 57;4;147
69042;Cozy comfortable Studio | At the Canals | Vondelpark!;344312;Kjetil;;Centrum-West;5237353;487691;Private room;108;3;149;23.06.19;Jan/49;2;185
73208;Centre Museum Quarter Apt Roof Deck;381900;Vikki;;Zuid;5235935;487672;Entire home/apt;220;5;61;04.04.19;0.60;1;182
73917;B28 Unique Houseboat  Herengracht;387205;Edwin;;Centrum-West;5237894;48906;Entire home/apt;175;3;90;13.06.19;Jan/21;1;182
75382;Garden Suite Studiohttps://www.airbnb.com/manage-l;399879;Tina;;Oud-Oost;5236482;492762;Private room;105;3;215;01.07.19;Feb/17;3;19
75444;Cottage Room- Completely Private;399879;Tina;;Oud-Oost;5236551;492848;Private room;70;3;278;04.07.19;Feb/82;3;66
76668;studio INN, bright and spacious;409579;Guido;;Westerpark;5238898;489043;Private room;135;3;52;04.07.19;Jan/40;1;247
80634;Amazing location - canalhouse room;436145;Riks;;Centrum-West;5237976;489398;Private room;160;2;151;07.07.19;Feb/25;5;16
80635;TOP LOCATED Canalhouse B&B Jordaan;436145;Riks;;Centrum-West;5237876;489264;Private room;105;2;190;08.07.19;Jan/88;5;17
81982;Houseboat Amstel river next to park;378043;Martin;;De Pijp - Rivierenbuurt;5234178;491222;Private room;93;3;208;17.10.18;02. Jul;1;150
82482;The Backroom - Central private appt;186729;Shawna;;Centrum-West;5237026;488003;Entire home/apt;95;1;753;06.07.19;Jul/67;1;203
82748;Bright apt in central Amsterdam;450453;Rudolf;;Centrum-West;5237307;489343;Entire home/apt;249;3;127;02.07.19;Jan/26;2;225
83498;Single attic room for one person only;124245;Edwin;;Centrum-West;5236723;489124;Private room;45;2;461;02.07.19;07. Aug;3;149
84057;Bed&Bike SleepOnNature - free bikes;459028;Stefania;;De Baarsjes - Oud-West;5236488;48511;Private room;100;3;78;13.06.19;0.80;5;320
91535;"Houseboat ""Ramona"" Amsterdam centre";494281;Michiel;;De Pijp - Rivierenbuurt;5235725;489588;Entire home/apt;189;3;29;15.10.18;0.30;1;0
96048;De Baronie B&B in historic centre;510526;Tuhami;;Centrum-Oost;523727;490776;Private room;75;1;143;23.06.19;Feb/66;1;154
97221;Beautiful and spacious room;195859;Gianni;;Slotervaart;523491;483611;Private room;40;2;163;20.06.19;Jan/67;2;331
97476;Sunny, spacious apartment near Vondelpark;485930;Rachel;;Zuid;5235637;486579;Entire home/apt;135;2;50;17.06.19;0.51;1;0
107195;A'dam Centre, Bright and Comfy;249794;Marieke;;Centrum-Oost;5237007;49196;Entire home/apt;150;2;33;10.02.19;0.35;1;0
107972;museums and music;558976;Joke;;De Baarsjes - Oud-West;5236397;487651;Entire home/apt;100;3;81;06.07.19;0.82;1;5
108890;Amsterdam at its best;563208;Jorien;;De Baarsjes - Oud-West;5236083;485667;Entire home/apt;100;5;3;30.05.18;0.11;1;0
115795;Jardin Dreams | Warm | 2 Bedrooms|Renovated|;468497;Lennart;;De Pijp - Rivierenbuurt;5235244;489595;Private room;165;90;105;12.07.17;Jan/15;1;0
118097;all private, art @ home in city center-1;538659;Wendie And Hans;;Centrum-West;5236571;488464;Private room;97;4;348;22.06.19;Mär 94;2;134
118117;Lovely self contained studio in Oud West;596513;Nina & Benjamin;;De Baarsjes - Oud-West;5236888;486955;Private room;87;3;513;17.06.19;Mai 26;1;185
120872;Retro Luxury Apartment;607597;Martijn;;Bos en Lommer;5238193;485541;Entire home/apt;99;2;151;27.05.19;Jan/57;2;0
130390;Large private room for rent Center / De Pijp;642044;Jessy;;De Pijp - Rivierenbuurt;5235517;488969;Private room;80;2;29;15.10.17;0.31;1;0
137026;Entire house with garden in De Pijp;670266;Ton & Fede;;De Pijp - Rivierenbuurt;5235361;490562;Private room;259;3;93;27.04.19;01. Feb;1;200
141708;light modern & cosy apartment;689016;Cindy;;Oostelijk Havengebied - Indische Buurt;5236461;493892;Entire home/apt;98;6;83;07.04.19;0.85;2;1
148132;Bright room in lively Kinkerbuurt;715549;Remy;;De Baarsjes - Oud-West;523686;486487;Private room;52;2;4;25.11.18;0.46;1;0
150634;Lovely apartment near Vondelpark;725727;Colin Jeffrey;;De Baarsjes - Oud-West;5236674;486746;Private room;120;2;62;14.06.19;Jan/58;1;301
152280;100% independent studio with balcony and WiFi;732783;Max Osole;;Bos en Lommer;5237961;485443;Private room;89;1;589;27.04.19;06. Mär;3;0
158466;100% private Sunny studio close to city centre;732783;Max Osole;;Bos en Lommer;5237765;485496;Private room;79;1;530;30.06.19;Mai 49;3;0
162467;Modern app. with brand new design bathroom;776296;Nicole;;De Baarsjes - Oud-West;5236368;485506;Entire home/apt;145;3;53;22.06.19;0.67;1;191
165833;Amsterdam at your feet;790547;Bart;;De Baarsjes - Oud-West;5237336;485754;Entire home/apt;74;2;37;23.05.18;0.63;1;180
168769;SUPERLOCATED Room in  CANALHOUSE, Private bath;436145;Riks;;Centrum-West;5237916;489409;Private room;115;2;235;05.07.19;Feb/48;5;28
169356;Central,Rooftop 360',Zen,Canal-View, Bright,Quiet;806976;Nick;;Centrum-West;5238172;48831;Entire home/apt;165;8;19;26.04.19;0.20;1;32
171054;Spacious apartment next to center;815989;Kamiel;;De Baarsjes - Oud-West;5236916;486643;Entire home/apt;120;6;103;28.11.18;01. Jun;1;0
171631;Pleasant,cosy & crazy apartment with small balcony;818479;Keja;;De Baarsjes - Oud-West;5236339;485402;Entire home/apt;89;4;45;03.04.18;0.46;1;294
175989;Spaceous, sunny ands quiet in A‚Äôdams best street!;58458;Dre&Kareltje;;De Baarsjes - Oud-West;5235964;486713;Entire home/apt;100;3;101;02.06.19;01. Jun;1;0
176423;Stay in the heart of Amsterdam!;843692;Janneke;;De Pijp - Rivierenbuurt;5235262;48949;Entire home/apt;85;4;63;20.09.17;0.66;1;12
179528;Authentic Amsterdam apartment RAI;856540;Pierre;;De Pijp - Rivierenbuurt;5234231;489419;Entire home/apt;230;29;26;03.03.17;0.27;2;249
182839;Central, quiet, design apartment ;876866;Marian;;Oud-Noord;5238624;490067;Entire home/apt;125;30;15;26.07.12;0.17;1;0
184282;Romantic apartment in the heart of the city;883996;Sharon;;Centrum-Oost;5236321;488905;Entire home/apt;230;3;181;23.06.19;Jan/94;1;288
188347;Clean & Cozy room + Free Bikes;907405;Yahav;;De Baarsjes - Oud-West;5236824;485321;Private room;50;1;341;26.06.19;Mär 56;2;13
189754;Metropolitan B&B centre Amsterdam;915591;Marijn;;Centrum-West;5237433;489247;Private room;160;2;158;05.07.19;Jan/66;1;245
190943;Lovely light appartment with garden;922787;Nanna;;Zuid;5235221;484661;Entire home/apt;150;5;10;07.05.19;0.12;1;14
191404;2 stories high apartment Amsterdam;925483;Jo-Ann;;Bos en Lommer;5237645;486099;Entire home/apt;195;2;7;05.05.19;0.07;1;3
193038;Private Loft Ensuite in Center Amsterdam;935742;Johan;;Centrum-Oost;5236087;489559;Private room;95;3;539;21.06.19;Mai 66;1;231
198307;The best spot to discover Amsterdam;967796;Marie-Katrien;;Centrum-West;5238393;489237;Entire home/apt;129;3;37;03.05.17;0.39;1;2
199844;ART & DESIGN APARTMENT;976652;Home;;Westerpark;5238351;487573;Entire home/apt;99;4;42;02.05.17;0.44;1;0
200461;Studio next 2 V¬¥park near Leidsepl.;539840;Johanna;;De Baarsjes - Oud-West;5235931;486111;Entire home/apt;79;7;36;20.02.19;0.38;1;3
203658;Best Area - Large Luxury 3 Bdr Home;999036;Eelco;;Zuid;5234744;486886;Entire home/apt;284;3;24;02.07.17;0.26;1;0
205759;Central yet quiet studio apartment;1011967;Tim;;De Baarsjes - Oud-West;5236889;486429;Entire home/apt;99;1;2;27.07.15;0.04;1;0
212050;Spacious home w roof garden;887591;Danielle;;De Baarsjes - Oud-West;5236895;486452;Entire home/apt;180;3;16;29.04.19;0.17;1;204
213371;Spacious apartment, great location in De Pijp;1100324;Hendrik;;De Pijp - Rivierenbuurt;5235333;489683;Entire home/apt;400;2;18;30.06.19;0.19;1;59
214531;LUXURIOUS GUESTHOUSE in CITY CENTER;1107389;Henry;;Centrum-West;5237069;489516;Private room;114;3;158;29.05.19;Jan/69;1;223
217692;THE AMSTERDAM RAI EXPERIENCE / FREE PARKING / WIFI;1124563;Nicole;;De Pijp - Rivierenbuurt;5233762;48936;Entire home/apt;150;3;15;09.02.19;0.26;1;272
219276;Suite in Canalhouse with Jacuzzi ;1135329;Amsterdam Boutique Apartments;;Centrum-West;5236891;48897;Private room;265;2;2;21.04.19;0.02;2;319
221922;‚ùñ100% independent studio sharing balcony and rest‚ùñ;732783;Max Osole;;Bos en Lommer;5237954;485415;Private room;99;1;6;08.03.16;0.06;3;37
221943;Cozy Houseboat - Central Amsterdam;1151745;Mario;;De Baarsjes - Oud-West;5236564;48764;Entire home/apt;170;3;197;24.06.19;02. Sep;1;273
222516;Homely and tasteful apartment in Amsterdam;1155595;Alex;;De Baarsjes - Oud-West;523611;485894;Entire home/apt;100;3;121;07.07.19;Jan/29;1;7
226121;Great apartment in top neighborhood;1178877;Eric;;De Baarsjes - Oud-West;5235957;486589;Private room;165;4;88;27.05.19;0.93;1;8
230710;Jordaan apt with views of canals and Westerkerk;1205924;Peter;;Centrum-West;5237591;487807;Entire home/apt;125;14;16;31.08.18;0.18;1;0
236180;Modern stylish apartment;1238074;Rozemarijn;;Centrum-West;5236574;488021;Entire home/apt;175;3;2;11.09.16;0.04;1;0
236632;Charming 1 BR apartment in museum district;77484;Annelies;;De Pijp - Rivierenbuurt;5235614;488848;Entire home/apt;135;2;125;30.06.19;Jan/36;5;70
237017;Cozy & stylish near Jordan/Centre;1158389;Anke;;De Baarsjes - Oud-West;5237149;486276;Entire home/apt;80;2;17;26.02.18;0.21;1;19
240191;Private Room on Amsterdam Canal near museumarea;642281;Amsterdamissy;;Zuid;5234978;485276;Private room;64;2;10;01.07.19;Jan/75;1;306
245927;Sonnenberg - Canal side & view - Most central spot;1005087;Wytse;;Centrum-West;5236791;488809;Entire home/apt;400;2;71;22.06.19;0.81;2;71
247805;Bellavista, central,with canal view;1298735;Carolien;;De Baarsjes - Oud-West;5236588;487261;Private room;119;2;325;26.06.19;Mär 49;1;260
250702;Charming Full Option Amsterdam Apt;1314459;David;;De Pijp - Rivierenbuurt;5234604;489709;Entire home/apt;120;3;37;22.02.17;0.40;1;0
250751;Modern studio near central AMS;1314658;Mira;;Oostelijk Havengebied - Indische Buurt;523661;493299;Entire home/apt;70;2;151;26.06.19;Jan/63;1;0
252080;Amazing apartment historical centre;1322517;Evan;;Centrum-Oost;5236961;490982;Entire home/apt;385;3;8;26.06.14;0.09;1;207
253650;Great room @ BEST location  + 2 bikes!;187580;Micha;;Centrum-West;5236775;488982;Private room;149;3;390;04.07.19;Apr/27;2;122
253792;Luxury City Center Canal Apartment;106225;Jeff;;Centrum-West;5237408;489779;Entire home/apt;193;2;83;09.06.19;0.90;1;17
254104;The Flying Pancake B&B Amsterdam;1334704;Claudia;;Centrum-Oost;5236513;490837;Private room;149;2;72;02.07.19;Jan/42;1;264
254800;Amazing apartment in city center;1337537;Dj;;Centrum-West;5237131;488206;Entire home/apt;250;2;46;14.04.19;0.61;1;80
255177;Room with sauna, patio, a study and a kitchenette;1340887;Carolien & Marcel;;De Pijp - Rivierenbuurt;5235698;489069;Private room;125;4;107;05.06.19;03. Nov;1;40
255202;Amsterdam B&B Barangay;1340998;Godwin Guido Sol Dumagat;;Centrum-West;5237683;488914;Private room;188;3;2;13.02.12;0.02;2;358
255809;Stylish apartment with free carpark;1344947;Flo & Andr√©;;De Pijp - Rivierenbuurt;5234426;488722;Private room;150;2;60;25.06.18;0.68;1;277
256670;Caracteristic, family apartment;1350388;Stefan;;De Baarsjes - Oud-West;5235941;485995;Entire home/apt;168;5;6;05.01.18;0.08;1;10
258273;Great CENTRAL apartment De Pijp;1358307;Peter;;De Pijp - Rivierenbuurt;523542;48916;Entire home/apt;8000;30;8;22.10.13;0.09;1;365
262209;Full apartment close to center for couples/1baby;1375554;Claire;;Oostelijk Havengebied - Indische Buurt;5236164;493827;Entire home/apt;110;3;14;05.11.18;0.15;1;7
262394;Charming Studio with Roof Terrace;1376607;Martin;;Zuid;5235519;485117;Private room;88;3;112;31.03.19;Jan/27;1;3
265349;Private, central & luxurious apment;1391689;Fleur;;De Baarsjes - Oud-West;5236048;486345;Entire home/apt;85;2;22;02.05.19;0.24;1;0
270839;Quiet room in sunny apartment on canal;1417625;Jan And Tota;;Bos en Lommer;5237745;485994;Private room;70;3;191;01.07.19;Feb/21;1;29
271787;Quiet B&B in center of Amsterdam (Jordaan);1422303;Hans Onno;;Centrum-West;5237049;487967;Private room;110;3;34;02.07.19;0.39;1;222
272597;Luxury appartm, good neighbourhood;1426693;Arnoud;;Zuid;5234633;485629;Entire home/apt;120;5;6;08.04.18;0.13;1;0
274688;Cozy sleeping in popular Amsterdam West;1435990;Marij;;Bos en Lommer;5237843;485484;Entire home/apt;125;4;42;02.06.19;0.46;1;9
276275;Great loft: live the good life. Next to the RAI.;1443641;Gideon;;De Pijp - Rivierenbuurt;5233921;489376;Entire home/apt;169;4;22;25.11.17;0.26;1;364
277011;nice apartment in centre amsterdam;1446698;Aafje;;De Baarsjes - Oud-West;523583;485909;Entire home/apt;125;4;20;14.11.18;0.23;2;0
282269;Your central home in wonderful AMS!;1471195;Judith;;Zuid;5235017;485255;Entire home/apt;115;10;3;15.09.15;0.04;1;0
283170;5-bedrooms house;;;;;;;;;;;;;;
283621;Luxury in CITY-CENTRE!;1477248;Erik;;Centrum-West;5238057;488565;Entire home/apt;105;7;41;22.06.19;0.45;8;176
284319;Excellent Room 3 centre Amsterdam;1480817;Gerard;;Centrum-Oost;5236009;489461;Private room;115;2;16;03.01.18;0.17;2;295
286374;Cozy and quiet 1 bedroom apartment;1173052;Anita;;Geuzenveld - Slotermeer;5237899;483494;Entire home/apt;80;4;0;;;1;0
286500;Center,Canal View, Private Bathroom;1491565;David;;Centrum-West;5237497;489884;Private room;150;3;262;31.05.19;Feb/89;2;238
289071;Romantic houseboat in Jordaan, private room.;1501819;Tanneke;;Centrum-West;5238037;488021;Private room;90;3;204;11.06.19;Feb/24;1;58
290701;Center, Large&Sunny Room,Pvt Bathrm;1491565;David;;Centrum-West;5237614;489894;Private room;150;3;301;20.06.19;Mär 35;2;246
291637;cosy bedroom | garden | near center | breakfast;1247363;Alexa & Scott;;Watergraafsmeer;5235251;494338;Private room;95;2;8;12.02.18;0.09;2;0
291752;Cozy & large bohemian style room ;1511330;Ton;;Oud-Oost;5235279;491256;Private room;99;3;198;20.06.19;Feb/16;1;346
293337;Sunny Apartment along river IJ;1493495;Tinda;;Oud-Noord;5238171;49144;Private room;105;4;25;31.05.19;0.28;1;322
293514;Volledig huis-apartement;1518360;Mw;;Oud-Noord;5238744;49096;Entire home/apt;74;1;5;22.09.15;0.10;1;0
294468;Amsterdam Center -entire apartment;1509881;Godelief;;Centrum-Oost;5236294;490944;Entire home/apt;175;3;14;12.06.17;0.29;1;0
297220;Modern Apartment + Roof Terrace near City Centre;1532319;Anand;;De Pijp - Rivierenbuurt;5235755;490144;Entire home/apt;117;7;83;30.06.18;0.91;1;207
300067;Nice big Room close to centre;1545992;Kaya;;Oud-Oost;5235668;491695;Private room;45;4;9;12.02.18;0.10;1;0
301220;Cosy apartment in charming Jordaan;1550321;Frederika;;Centrum-West;5237154;487596;Entire home/apt;125;3;83;28.02.17;0.91;1;0
302426;Sunny family flat in the Jordaan!;1557454;Lia & Reinier;;Centrum-West;5237997;488707;Entire home/apt;126;5;14;10.09.17;0.16;1;0
304082;Quiet studio in the heart of town with Garden!;276068;Mirre;;Centrum-West;5237075;489787;Private room;140;1;62;03.07.19;0.70;1;283
304189;Smack dab middle of Amsterdam;1565512;Benjamin;;Centrum-West;5237094;487654;Entire home/apt;165;5;83;29.06.19;0.92;1;12
305200;Split level Design Canal Apartment;1135329;Amsterdam Boutique Apartments;;Centrum-West;5236957;48883;Entire home/apt;550;2;3;18.11.18;0.08;2;1
305809;Canal & Parkview Apartment;1573009;Clyde;;Westerpark;5238448;487116;Entire home/apt;275;1;140;02.07.19;Jan/61;1;0
306852;SunShine, A Sunny Amsterdam Special;1141485;Gis√®le And Simon;;Centrum-Oost;5235955;48979;Entire home/apt;195;3;14;19.06.19;0.17;2;12
307470;Unique waterfront canal apartment;1582009;Michiel;;Centrum-Oost;5237312;490653;Entire home/apt;130;21;6;22.02.16;0.07;1;104
307497;Sailing Ship Amsterdam Centre (1);1582128;Petra;;Westerpark;5239337;488301;Entire home/apt;464;2;94;23.06.19;Jan/13;2;59
308028;SunFlower, A Sunny B&B + 2 Bicycles;1141485;Gis√®le And Simon;;Centrum-Oost;5235853;489751;Private room;90;3;34;10.03.19;0.53;2;0
309436;Luxurious 17C Canal Villa Apt, Low-cost Parking;1570754;Janet;;Oud-Noord;5239992;33695;Entire home/apt;135;2;62;31.05.19;0.81;1;327
310722;Cozy Central Apartment Amsterdam;1598424;Valentijn;;De Baarsjes - Oud-West;5235901;48644;Entire home/apt;169;2;28;22.10.16;0.36;1;0
311124;*historic centre* *bright* *canal view* *jordaan*;1600010;Anke & Robert;;Centrum-West;5237143;487667;Entire home/apt;225;3;78;07.07.19;0.89;2;340
311584;40 m2 Appartment near Leidseplein ;1023895;Luca And Aldo;;De Baarsjes - Oud-West;5236684;487676;Entire home/apt;100;3;60;05.05.19;0.81;1;0
311694;Excellent Room-2 Centre Amsterdam;1480817;Gerard;;Centrum-Oost;5236176;489321;Private room;115;2;9;08.06.18;0.17;2;290
313778;3 room apartment in popular Amsterdam Oost!;1612893;Nina;;Oostelijk Havengebied - Indische Buurt;5236439;493944;Entire home/apt;124;3;51;08.06.19;0.63;1;162
314082;Comfy and cozy private apartment;1613692;Rosanne;;De Baarsjes - Oud-West;5236314;486284;Entire home/apt;111;2;44;10.06.19;0.50;1;0
314235;Ground floor apartment with patio in De Pijp;1613017;Jasper;;De Pijp - Rivierenbuurt;5235718;489654;Entire home/apt;150;3;11;09.06.19;0.13;1;0
315820;76m2 app near center&park&amstel;1743575;Anna;;Oud-Oost;5235562;491536;Entire home/apt;107;4;47;30.04.19;0.53;1;243
319985;Elegant Appartement Central Location.;1640702;J;;De Pijp - Rivierenbuurt;5235729;490163;Entire home/apt;226;2;256;24.06.19;Feb/93;2;249
320689;Familyhome easy airport connection!;1642815;Janey;;Zuid;5234919;485889;Entire home/apt;88;1;32;07.11.16;0.36;1;0
327285;beautiful designed ap.+bikes+garden;1672823;Ester;;De Pijp - Rivierenbuurt;523555;489215;Private room;225;3;469;03.07.19;Mai 26;2;288
328723;DELUXE PENTHOUSE, Very Center A'dam;1657165;Franciscus (Fran√ßois);;Centrum-Oost;5236902;490194;Entire home/apt;295;7;20;28.05.18;0.24;1;65
331946;Lovely FAMILY house near Vondelpark;1687595;Sebastiaan;;De Baarsjes - Oud-West;5236182;485699;Entire home/apt;275;2;25;26.04.19;0.36;1;15
340994;Stay at 'Perfect appartement in the center' by the;1730202;Anja;;Centrum-Oost;5236884;490648;Entire home/apt;150;2;36;24.06.19;0.41;1;16
342540;cosy quiet studio  garden view C;1738291;Rijmert;;Watergraafsmeer;5235666;493366;Private room;72;2;262;23.06.19;Feb/96;1;291
343094;Amstel Nest - an urban retreat for two;1740785;Rob & Fang;;Oud-Oost;5235549;490852;Private room;96;3;338;24.06.19;Mär 86;2;276
345397;Spacious typical A'dam APT 120mtr;1751751;Nyika;;De Pijp - Rivierenbuurt;5235711;490391;Entire home/apt;169;2;42;28.04.19;0.48;1;0
349208;Cozy room at Magnolia;1029506;Mercedes;;Oud-Oost;5235135;491779;Private room;75;1;100;02.06.19;Jan/19;1;268
350271;Luxe boat AMSTERDAM IJBURG!!!;1775032;Agustina;;IJburg - Zeeburgereiland;5236076;498876;Entire home/apt;395;7;3;17.09.18;0.06;1;358
356220;City Centre/Canalzone, comfy, cozy and quiet room!;1801815;Ingrid;;Centrum-Oost;5235989;489397;Private room;140;2;174;09.06.19;Jan/96;1;4
356424;Sunny appartment in Westerpark;1803801;Annemarie;;Westerpark;5237855;487037;Entire home/apt;100;5;16;05.01.16;0.19;1;0
357980;‚òÖ STYLISH FAMILY HOME - CITY CENTER;1811745;Marre;;De Baarsjes - Oud-West;5236545;48753;Entire home/apt;245;2;76;08.05.19;0.86;1;17
361342;‚òÖ Stunning City Centre Apartment #3;1826139;Esther & Jan;;Centrum-West;5238029;489337;Entire home/apt;299;7;98;06.05.19;01. Dez;9;46
363678;Canal Apartment in Center - quiet & characteristic;597374;Ardi;;Centrum-West;5237265;488124;Entire home/apt;169;2;26;23.06.19;0.30;1;188
364728;Fancy decorated little Tsarina  priv√©apartment;1155851;Tsarina;;Centrum-Oost;5237102;493062;Entire home/apt;129;2;174;05.07.19;Jan/98;2;114
366438;Amsterdam@ city centre & canal view;1849988;Nicolet;;Centrum-Oost;523685;489669;Private room;170;2;415;20.06.19;Apr/71;1;7
367107;PEACEFUL HOME IN HISTORIC CENTRE, NEXT TO AMSTEL;1853421;Marijn;;Centrum-Oost;5236248;490204;Entire home/apt;300;3;10;28.04.19;0.21;1;0
367491;Charming,  bright and quiet home center Amsterdam;1855417;Maarten;;De Baarsjes - Oud-West;5236594;487807;Entire home/apt;165;3;63;25.06.19;0.71;1;31
370870;Cute place in Amsterdam Center;1868839;Kris;;Centrum-Oost;523643;490542;Entire home/apt;100;5;43;24.04.19;0.49;1;0
378523;Freedom on the water!;1901477;Caroline;;Centrum-Oost;5237213;490379;Entire home/apt;275;3;105;06.07.19;Jan/26;1;128
379143;Pent House Apartment Large Private Room!;1887873;Dom;;De Pijp - Rivierenbuurt;5235398;490433;Private room;110;3;116;16.06.19;Apr/24;1;63
379885;Private Studio Houseboat *BEST VIEW* @ Amstel;1907015;Masha;;Oud-Oost;5235466;490763;Private room;199;3;57;28.06.19;0.66;2;316
